Date,AVAL_Close,BBD_Close,CIB_Close,DIA_Close,EC_Close,EEM_Close,EFA_Close,EWG_Close,EWZ_Close,IVV_Close,IWD_Close,IWM_Close,PBR_Close,QQQ_Close,SPY_Close,VEA_Close,VGK_Close,VOO_Close,VTI_Close,VWO_Close
2019-02-28,7.730000019073486,9.566666603088379,48.34000015258789,259.2799987792969,20.239999771118164,42.439998626708984,64.2699966430664,27.299999237060547,43.0,280.32000732421875,123.3499984741211,156.77999877929688,15.720000267028809,173.19000244140625,278.67999267578125,40.79999923706055,53.5099983215332,256.07000732421875,143.4600067138672,41.619998931884766
2019-03-01,7.599999904632568,9.358332633972168,47.95000076293945,260.4200134277344,20.489999771118164,42.4900016784668,64.62000274658203,27.600000381469727,42.349998474121094,282.30999755859375,124.04000091552734,158.24000549316406,15.489999771118164,174.38999938964844,280.4200134277344,41.04999923706055,53.88999938964844,257.8299865722656,144.4199981689453,41.66999816894531
2019-03-04,7.550000190734863,9.350000381469727,48.27000045776367,258.2799987792969,20.780000686645508,42.54999923706055,64.37999725341797,27.3700008392334,42.369998931884766,281.1600036621094,123.55000305175781,156.80999755859375,15.5600004196167,174.4199981689453,279.3999938964844,40.88999938964844,53.66999816894531,256.8399963378906,143.75,41.81999969482422
2019-03-05,7.53000020980835,9.433333396911621,48.70000076293945,258.19000244140625,20.799999237060547,42.970001220703125,64.44000244140625,27.440000534057617,42.689998626708984,280.79998779296875,123.30000305175781,156.0800018310547,15.65999984741211,174.5500030517578,279.0199890136719,40.91999816894531,53.7400016784668,256.5400085449219,143.47999572753906,42.310001373291016
2019-03-06,7.679999828338623,9.149999618530273,48.970001220703125,256.8699951171875,20.510000228881836,42.72999954223633,64.27999877929688,27.309999465942383,41.5,279.010009765625,122.43000030517578,153.02000427246094,15.289999961853027,173.55999755859375,277.3299865722656,40.79999923706055,53.630001068115234,254.89999389648438,142.38999938964844,42.099998474121094
2019-03-07,7.570000171661377,9.116666793823242,48.560001373291016,254.80999755859375,20.229999542236328,41.939998626708984,63.459999084472656,26.790000915527344,41.18000030517578,276.760009765625,121.69000244140625,151.67999267578125,15.039999961853027,171.42999267578125,275.010009765625,40.279998779296875,52.779998779296875,252.85000610351562,141.27999877929688,41.41999816894531
2019-03-08,7.539999961853027,9.25,47.380001068115234,254.7100067138672,19.780000686645508,41.63999938964844,63.470001220703125,26.889999389648438,41.66999816894531,276.20001220703125,121.3499984741211,151.63999938964844,14.979999542236328,171.1699981689453,274.4599914550781,40.22999954223633,52.810001373291016,252.33999633789062,140.99000549316406,41.119998931884766
2019-03-11,7.53000020980835,9.708333015441895,48.31999969482422,256.760009765625,20.209999084472656,42.41999816894531,64.0199966430664,27.1299991607666,43.06999969482422,280.2099914550781,122.86000061035156,154.2899932861328,15.869999885559082,174.72999572753906,278.44000244140625,40.599998474121094,53.25,256.0199890136719,143.05999755859375,41.959999084472656
2019-03-12,7.639999866485596,9.758333206176758,48.70000076293945,255.86000061035156,20.520000457763672,42.63999938964844,63.97999954223633,27.09000015258789,43.279998779296875,281.20001220703125,123.2300033569336,154.3699951171875,15.819999694824219,175.69000244140625,279.489990234375,40.619998931884766,53.22999954223633,256.92999267578125,143.5399932861328,42.130001068115234
2019-03-13,7.550000190734863,9.858332633972168,50.04999923706055,257.3500061035156,21.200000762939453,42.689998626708984,64.52999877929688,27.31999969482422,43.75,283.1499938964844,124.0199966430664,154.97999572753906,16.25,177.00999450683594,281.3399963378906,40.91999816894531,53.86000061035156,258.67999267578125,144.4600067138672,42.220001220703125
